version,trade_id,entry_mode,stock_code,stock_name,session,scan_session,decision_session,decision_time,session_valid_at_decision,strategy,TP,SL,signal_time,entry_time,exit_time,holding_sec,entry_price,exit_price,return_rate,MFE,MAE,result,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,shadow_group,pre_fail_reason,medium_trend_positive_count,medium_trend_all_positive,wide_high_gap_lower_bound,wide_high_gap_upper_bound,signal_price,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,high_gap,trading_value_source,actual_trading_value,estimated_trading_value,first_ws_time,first_ws_price,first_ws_delay_sec,first_ws_vs_signal_pct,first_ws_vs_entry_pct,first_ws_gap_abs_pct,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,stock_entry_seq_today,mode_entry_seq_today,is_reentry,previous_same_mode_result,previous_same_mode_trade_id,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,price_30s_positive,price_60s_positive,first75_price_30s_positive,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,confirm_first_signal_time,confirm_first_signal_price,confirm_delay_sec,confirm_rise_pct,strategy_family,strategy_name,strategy_status,rule_version,grid_family,cost_model_version,gross_return_pct,estimated_net_return_pct,cost_status,entry_source_timestamp,entry_data_age_ms,opening_range_complete,opening_range_high,opening_range_low,breakout_seen_at,retest_seen_at,reclaim_seen_at,market_proxy_return_pct,relative_strength_pctp,market_data_status,opening_leader_episode_id,shared_entry_group_id,candidate_first_seen_time,first_rank,entry_rank,best_rank,top_n_dwell_sec,reference_high,reference_high_source,reference_high_cutoff_time,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T150_S075,1.5,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.014,2215.332,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T175_S075,1.75,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.015,2215.333,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T200_S075,2.0,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.015,2215.333,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T225_S075,2.25,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.015,2215.333,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T250_S075,2.5,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.015,2215.333,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T275_S075,2.75,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.015,2215.333,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T300_S075,3.0,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.015,2215.333,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T325_S075,3.25,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.015,2215.333,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T350_S075,3.5,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.015,2215.333,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T375_S075,3.75,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.020,2215.338,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_294570_WIDE_HIGH_GAP_SHADOW_E005_110147682494,WIDE_HIGH_GAP_SHADOW,294570,쿠콘,MAIN,MAIN,MAIN,2026-09-15 11:01:47.680,True,T400_S075,4.0,-0.75,2026-09-15 11:01:47.680,2026-09-15 11:01:47.682,2026-09-15 11:38:43.021,2215.339,30030.0,29800.0,-0.766,0.067,-0.766,STOP_LOSS,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,30000.0,2026-09-15 11:01:47.680,30000.0,,,4.45859872611465,ACTUAL,20409000000.0,4807770000.0,2026-09-15 11:01:53.765,30050.0,6.08556,0.16666666666666669,0.06660006660007872,0.16666666666666669,,,,,20260915_294570_WIDE_E005,2026-09-15 11:01:47.680,30000.0,33.0,0.0,5,5,True,STOP_LOSS,20260915_294570_WIDE_HIGH_GAP_SHADOW_E004_092534908843,2026-09-15 09:01:39.284,,,,,,,0.1669449081803005,0.33444816053511706,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,-0.7659,-1.0059,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1669449081803005,24.76258659362793,0.1669449081803005,24.76258659362793,0.33444816053511706,50.53206825256348,0.5025125628140703,127.7628710269928,0.6711409395973155,179.793194770813,0.6711409395973155,306.3441848754883,-0.1592356687898091,24.76258659362793,-0.3184713375796182,50.53206825256348,-0.4777070063694273,127.7628710269928,-0.6369426751592364,179.793194770813,-0.6369426751592364,306.3441848754883
v2.1.1,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E003_111942956887,WIDE_HIGH_GAP_SHADOW,0015N0,아로마티카,MAIN,MAIN,MAIN,2026-09-15 11:19:42.955,True,T100_S150,1.0,-1.5,2026-09-15 11:19:42.955,2026-09-15 11:19:42.956,2026-09-15 11:42:16.154,1353.198,13043.03,13180.0,1.05,1.05,-1.327,TAKE_PROFIT,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,13030.0,2026-09-15 11:19:42.955,13030.0,,,3.050595238095238,ACTUAL,21808000000.0,22207393840.0,2026-09-15 11:19:44.960,13040.0,2.004521,0.07674597083653108,-0.02323079836509489,0.07674597083653108,,,,,20260915_0015N0_WIDE_E003,2026-09-15 11:19:42.955,13030.0,33.0,0.0,3,3,True,OPEN,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E002_105614505640,2026-09-15 11:19:18.113,,,,,,,-0.306044376434583,-0.4583651642475172,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,1.0501,0.8101,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,-0.306044376434583,24.7686128616333,-0.306044376434583,24.7686128616333,-0.4583651642475172,50.57127499580383,-0.07668711656441718,129.8825695514679,-0.4583651642475172,183.18131399154663,-0.382262996941896,312.68041253089905,0.2976190476190479,24.7686128616333,0.4464285714285712,50.57127499580383,0.0744047619047623,129.8825695514679,0.4464285714285712,183.18131399154663,0.37202380952380976,312.68041253089905
v2.1.1,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E003_111942956887,WIDE_HIGH_GAP_SHADOW,0015N0,아로마티카,MAIN,MAIN,MAIN,2026-09-15 11:19:42.955,True,T100_S175,1.0,-1.75,2026-09-15 11:19:42.955,2026-09-15 11:19:42.956,2026-09-15 11:42:16.154,1353.198,13043.03,13180.0,1.05,1.05,-1.327,TAKE_PROFIT,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,13030.0,2026-09-15 11:19:42.955,13030.0,,,3.050595238095238,ACTUAL,21808000000.0,22207393840.0,2026-09-15 11:19:44.960,13040.0,2.004521,0.07674597083653108,-0.02323079836509489,0.07674597083653108,,,,,20260915_0015N0_WIDE_E003,2026-09-15 11:19:42.955,13030.0,33.0,0.0,3,3,True,OPEN,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E002_105614505640,2026-09-15 11:19:18.113,,,,,,,-0.306044376434583,-0.4583651642475172,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,1.0501,0.8101,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,-0.306044376434583,24.7686128616333,-0.306044376434583,24.7686128616333,-0.4583651642475172,50.57127499580383,-0.07668711656441718,129.8825695514679,-0.4583651642475172,183.18131399154663,-0.382262996941896,312.68041253089905,0.2976190476190479,24.7686128616333,0.4464285714285712,50.57127499580383,0.0744047619047623,129.8825695514679,0.4464285714285712,183.18131399154663,0.37202380952380976,312.68041253089905
v2.1.1,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E003_111942956887,WIDE_HIGH_GAP_SHADOW,0015N0,아로마티카,MAIN,MAIN,MAIN,2026-09-15 11:19:42.955,True,T100_S200,1.0,-2.0,2026-09-15 11:19:42.955,2026-09-15 11:19:42.956,2026-09-15 11:42:16.154,1353.198,13043.03,13180.0,1.05,1.05,-1.327,TAKE_PROFIT,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,13030.0,2026-09-15 11:19:42.955,13030.0,,,3.050595238095238,ACTUAL,21808000000.0,22207393840.0,2026-09-15 11:19:44.960,13040.0,2.004521,0.07674597083653108,-0.02323079836509489,0.07674597083653108,,,,,20260915_0015N0_WIDE_E003,2026-09-15 11:19:42.955,13030.0,33.0,0.0,3,3,True,OPEN,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E002_105614505640,2026-09-15 11:19:18.113,,,,,,,-0.306044376434583,-0.4583651642475172,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,1.0501,0.8101,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,-0.306044376434583,24.7686128616333,-0.306044376434583,24.7686128616333,-0.4583651642475172,50.57127499580383,-0.07668711656441718,129.8825695514679,-0.4583651642475172,183.18131399154663,-0.382262996941896,312.68041253089905,0.2976190476190479,24.7686128616333,0.4464285714285712,50.57127499580383,0.0744047619047623,129.8825695514679,0.4464285714285712,183.18131399154663,0.37202380952380976,312.68041253089905
v2.1.1,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E003_111942956887,WIDE_HIGH_GAP_SHADOW,0015N0,아로마티카,MAIN,MAIN,MAIN,2026-09-15 11:19:42.955,True,T100_S225,1.0,-2.25,2026-09-15 11:19:42.955,2026-09-15 11:19:42.956,2026-09-15 11:42:16.155,1353.198,13043.03,13180.0,1.05,1.05,-1.327,TAKE_PROFIT,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,13030.0,2026-09-15 11:19:42.955,13030.0,,,3.050595238095238,ACTUAL,21808000000.0,22207393840.0,2026-09-15 11:19:44.960,13040.0,2.004521,0.07674597083653108,-0.02323079836509489,0.07674597083653108,,,,,20260915_0015N0_WIDE_E003,2026-09-15 11:19:42.955,13030.0,33.0,0.0,3,3,True,OPEN,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E002_105614505640,2026-09-15 11:19:18.113,,,,,,,-0.306044376434583,-0.4583651642475172,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,1.0501,0.8101,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,-0.306044376434583,24.7686128616333,-0.306044376434583,24.7686128616333,-0.4583651642475172,50.57127499580383,-0.07668711656441718,129.8825695514679,-0.4583651642475172,183.18131399154663,-0.382262996941896,312.68041253089905,0.2976190476190479,24.7686128616333,0.4464285714285712,50.57127499580383,0.0744047619047623,129.8825695514679,0.4464285714285712,183.18131399154663,0.37202380952380976,312.68041253089905
v2.1.1,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E003_111942956887,WIDE_HIGH_GAP_SHADOW,0015N0,아로마티카,MAIN,MAIN,MAIN,2026-09-15 11:19:42.955,True,T100_S250,1.0,-2.5,2026-09-15 11:19:42.955,2026-09-15 11:19:42.956,2026-09-15 11:42:16.155,1353.198,13043.03,13180.0,1.05,1.05,-1.327,TAKE_PROFIT,33,24,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,3.0,4.5,13030.0,2026-09-15 11:19:42.955,13030.0,,,3.050595238095238,ACTUAL,21808000000.0,22207393840.0,2026-09-15 11:19:44.960,13040.0,2.004521,0.07674597083653108,-0.02323079836509489,0.07674597083653108,,,,,20260915_0015N0_WIDE_E003,2026-09-15 11:19:42.955,13030.0,33.0,0.0,3,3,True,OPEN,20260915_0015N0_WIDE_HIGH_GAP_SHADOW_E002_105614505640,2026-09-15 11:19:18.113,,,,,,,-0.306044376434583,-0.4583651642475172,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,,LEGACY_169,stock_0p24_v20,1.0501,0.8101,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,-0.306044376434583,24.7686128616333,-0.306044376434583,24.7686128616333,-0.4583651642475172,50.57127499580383,-0.07668711656441718,129.8825695514679,-0.4583651642475172,183.18131399154663,-0.382262996941896,312.68041253089905,0.2976190476190479,24.7686128616333,0.4464285714285712,50.57127499580383,0.0744047619047623,129.8825695514679,0.4464285714285712,183.18131399154663,0.37202380952380976,312.68041253089905
